seed,tau_seconds,allan_kalman_hz,allan_ai_hz,improvement_percent
1000,11.0,0.0001462813240981785,0.00012508988969564,14.486766874160656
1000,14.0,0.00015389865449638485,0.00012823079556519048,16.678416725077554
1000,19.0,0.00016025128148205986,0.00012925735599614668,19.340828478418725
1000,25.0,0.00016340189195134376,0.00012812249627442343,21.590567438120907
1000,33.0,0.00015505417482318697,0.0001165562668816885,24.82868196577023
1000,43.0,0.00015786000753224638,0.0001186491667634434,24.83899588107729
1000,56.0,0.00015976974553819965,0.00011694188293826561,26.805990367991324
1000,74.0,0.00014092481165899984,0.00010568832961423124,25.003746061432686
1000,97.0,0.00015209547392720964,0.00011230801391341523,26.159529265700588
1000,127.0,0.00013877717709329316,0.00010775071080459237,22.357038050891614
1000,166.0,0.00012625497373498258,9.967128719942683e-05,21.055555871689176
1000,218.0,0.00014506138727581345,0.00011331698346627684,21.8834277030449
1000,286.0,0.00014934524633308024,0.00011937535445963626,20.06752314472938
1000,374.0,0.00017665952863789641,0.00014044459919631703,20.4998449394768
1000,490.0,0.0002050739849096715,0.0001626130024555284,20.705201819160923
1000,641.0,0.00021453689655711607,0.00016401231709977247,23.550531525421068
1000,840.0,0.00023786521636147862,0.00017779377741144618,25.254402417015516
1000,1100.0,0.00032506461830484506,0.0002460524339196392,24.30660857439378
1000,1440.0,0.00036177598471360194,0.00027803121318996507,23.14823953556038
1000,1885.0,0.00045795812642632363,0.0003518977179428122,23.159411824647346
1000,2468.0,0.0005425258271853154,0.0004144645933529527,23.604633625786768
