time,true_detuning,measured_offset,estimated_offset,servo_correction,ai_prediction,ai_extra_correction,corrected_offset
17.0,2.923552306166582e-05,4.592305223427573e-05,2.1806774860780155e-05,1.3891548180873731e-06,,0.0,2.7846368243578446e-05
18.0,6.890318540633578e-05,0.00010823287050681918,7.522103948498175e-05,4.07491225719445e-06,,0.0,6.482827314914134e-05
19.0,0.00012132843153572011,0.00019058225440737875,0.0001465181912905047,7.669073485728698e-06,,0.0,0.0001136593580499914
20.0,-4.6486850211525086e-05,-7.302137354614491e-05,1.0835278346093977e-05,8.870948941773802e-07,,0.0,-4.737394510570247e-05
21.0,-9.90206624006748e-05,-0.00015554129267569827,-9.199109747703447e-05,-4.272622116474449e-06,,0.0,-9.474804028420034e-05
22.0,-0.00013027564696182066,-0.00020463650748980822,-0.00016160978954159639,-7.785878677610865e-06,,0.0,-0.00012248976828420978
23.0,-9.888838100144894e-05,-0.00015533350554000624,-0.00015773083270556647,-7.623477002350482e-06,,0.0,-9.126490399909846e-05
24.0,-0.00015767623299872414,-0.0002476772472118083,-0.0002133207740366105,-1.0445638223710007e-05,,0.0,-0.00014723059477501414
25.0,-0.0002609774590758182,-0.00040994243225525584,-0.0003348396417400984,-1.6588549537232422e-05,,0.0,-0.00024438890953858573
26.0,-0.00022625340876514678,-0.00035539802221609684,-0.0003475454196279177,-1.729334751554897e-05,,0.0,-0.0002089600612495978
27.0,-0.00026169187333859956,-0.00041106463154028106,-0.0003868024515283655,-1.9333559600877033e-05,,0.0,-0.00024235831373772251
28.0,-0.0003487302998594599,-0.000547784269677859,-0.0004862946867155072,-2.4405430297577217e-05,,0.0,-0.0003243248695618827
29.0,-0.0003010943798979263,-0.0004729579431413111,-0.0004780521258874123,-2.4088912681349954e-05,,0.0,-0.00027700546721657634
30.0,-0.00033547820559626755,-0.0005269679291680651,-0.0005082837549018593,-2.570215088305268e-05,,0.0,-0.00030977605471321486
31.0,-0.0003528897140828634,-0.0005543178621027212,-0.0005367343977937482,-2.7232029907205872e-05,,0.0,-0.00032565768417565756
32.0,-0.00016832154052900746,-0.00026439885709023114,-0.0003684217772943942,-1.889008323769705e-05,,0.0,-0.00014943145729131042
33.0,-0.0002553700039518086,-0.0004011342624596348,-0.0003886392049829896,-1.997868246312342e-05,,0.0,-0.00023539132148868517
34.0,-0.00033092023778867195,-0.0005198082902348189,-0.00046970615794185265,-2.4125971342654944e-05,,0.0,-0.000306794266446017
35.0,-0.00038092406748857716,-0.0005983541202859988,-0.0005492149712539515,-2.8211255002510676e-05,,0.0,-0.00035271281248606647
36.0,-0.00033944619528193616,-0.0005332008326509874,-0.000539317689296768,-2.7824254442510853e-05,,0.0,-0.0003116219408394253
37.0,-0.00018439421886979807,-0.00028964576103532313,-0.0003850119515944696,-2.018596994771483e-05,,0.0,-0.00016420824892208325
38.0,-2.3465393096610296e-05,-3.685935328165413e-05,-0.00016984181256556033,-9.461431358782476e-06,,0.0,-1.400396173782782e-05
39.0,0.0001489195315603812,0.00023392225282192758,7.969810327974216e-05,3.0315040541385977e-06,,0.0,0.00014588802750624261
40.0,4.352545971279271e-05,6.836963223080805e-05,7.26967231309317e-05,2.6959743913242612e-06,,0.0,4.082948532146845e-05
41.0,6.608899359928043e-05,0.00010381234835821207,9.192723710259464e-05,3.675885537327927e-06,,0.0,6.241310806195251e-05
42.0,4.0525349030836584e-05,6.365706939306937e-05,7.445531259044825e-05,2.8171803742386973e-06,,0.0,3.770816865659789e-05
43.0,0.00011350735640603142,0.00017829693835555438,0.00013863296676033067,6.053789676084884e-06,,0.0,0.00010745356672994653
44.0,0.00020102702395244446,0.00031577250997116835,0.000248111225216259,1.1577324843924554e-05,,0.0,0.00018944969910851992
45.0,0.00016014135164832833,0.00025154944651273325,0.0002502361628383238,1.1733618957595458e-05,,0.0,0.00014840773269073288
46.0,0.00017709090109293025,0.0002781737363712067,0.0002675025328448449,1.2650437964490482e-05,,0.0,0.00016444046312843978
47.0,2.7096837472479033e-05,4.2563612767665404e-05,0.00012848263484445182,5.7251395914397174e-06,,0.0,2.1371697881039317e-05
48.0,-4.206519401532037e-05,-6.607585223722401e-05,8.238877028218805e-06,-2.8540052396628957e-07,,0.0,-4.177979349135408e-05
49.0,-0.00013763248846074584,-0.000216192607052218,-0.00013046740827907209,-7.246808270986649e-06,,0.0,-0.00013038568018975918
50.0,-0.0002519903266766657,-0.0003958254778775594,-0.0002944677144799974,-1.5505717123928912e-05,,0.0,-0.00023648460955273678
51.0,-0.00026366960622114903,-0.00041417124704484776,-0.0003684485661785048,-1.9278449422089984e-05,,0.0,-0.00024439115679905903
52.0,-0.00015813171640461835,-0.00024839271886969994,-0.0002942499719934958,-1.5627369707238234e-05,,0.0,-0.00014250434669738012
53.0,-0.00015893818649002854,-0.0002496595191114892,-0.00026669155653866503,-1.4302787245804429e-05,,0.0,-0.0001446353992442241
54.0,-3.3775834682074876e-05,-5.305495704890917e-05,-0.00013465687681304744,-7.727984634886159e-06,,0.0,-2.6047850047188715e-05
55.0,-8.720581098898413e-05,-0.00013698256750793725,-0.00013609423270980871,-7.827071276266183e-06,,0.0,-7.937873971271794e-05
56.0,-3.8187225224896356e-05,-5.998435310808348e-05,-8.90557402362802e-05,-5.4929578006370145e-06,,0.0,-3.269426742425934e-05
57.0,1.935763835572288e-05,3.04069072239177e-05,-1.5223763719831584e-05,-1.8044037275585497e-06,,0.0,2.116204208328143e-05
58.0,-2.3657426449311926e-05,-3.716099856679311e-05,-2.878172047444241e-05,-2.488057909383979e-06,,0.0,-2.1169368539927945e-05
59.0,-4.0776919864129777e-05,-6.405223593408671e-05,-5.0580097829231214e-05,-3.588092796689266e-06,,0.0,-3.718882706744051e-05
60.0,-1.5455977740849828e-05,-2.427819306205503e-05,-3.432462671425344e-05,-2.782184166283228e-06,,0.0,-1.26737935745666e-05
61.0,0.0001686345577374091,0.00026489054336858997,0.00015060051834652448,6.494193190424974e-06,,0.0,0.00016214036454698411
62.0,7.081234930184193e-05,0.00011123177813834872,0.00012626929880360724,5.302886073039833e-06,,0.0,6.550946322880209e-05
63.0,0.0002049459840481799,0.00032192839804462414,0.00024719327234274443,1.1398523404465241e-05,,0.0,0.00019354746064371466
64.0,0.00018002018014291778,0.00028277503711385266,0.00026918401235099295,1.2551897207347866e-05,,0.0,0.00016746828293556993
65.0,0.0002654892683629634,0.0004170295656137635,0.00036055758935291804,1.7192687575314705e-05,,0.0,0.0002482965807876487
66.0,0.0003338250837180675,0.0005243712114517962,0.00046179997563025566,2.2347166884307637e-05,,0.0,0.0003114779168337599
67.0,0.0004706049304658091,0.0007392244853750285,0.0006332577519648018,3.10467072514279e-05,,0.0,0.0004395582232143812
68.0,0.00032788231467020443,0.0005150363318613682,0.0005601928961425997,2.750550303954632e-05,,0.0,0.0003003768116306581
69.0,7.885362301833141e-05,0.0001238629813408998,0.0002905261784868033,1.408027239245386e-05,,0.0,6.477335062587755e-05
70.0,-0.00013609840382725004,-0.0002137828725541635,-2.115395589071976e-05,-1.5079651176004386e-06,,0.0,-0.0001345904387096496
71.0,-9.131454766840311e-05,-0.00014343655598159089,-9.67287589795891e-05,-5.306051023839824e-06,,0.0,-8.600849664456329e-05
72.0,-5.8528439264690844e-05,-9.193625738992961e-05,-9.376683010604163e-05,-5.176707946183658e-06,,0.0,-5.335173131850719e-05
73.0,-6.060440999124578e-05,-9.519718457903781e-05,-9.465083778631371e-05,-5.239838497754525e-06,,0.0,-5.536457149349125e-05
74.0,9.690407450679066e-05,0.00015221656419275864,5.792160735113605e-05,2.400368080588191e-06,,0.0,9.450370642620247e-05
75.0,0.00010498114673780432,0.0001649039995589574,0.00012404036193334154,5.731113882085134e-06,,0.0,9.925003285571919e-05
76.0,0.00033175566682177,0.0005211205790632556,0.0003694494323798167,1.8075457290884855e-05,,0.0,0.00031368020953088515
77.0,0.0003121116510427915,0.0004902638318651786,0.00044411683759217817,2.1897650919021365e-05,,0.0,0.00029021400012377014
78.0,0.0002043095904990055,0.00032092875340339333,0.0003679824145545256,1.816452625004964e-05,,0.0,0.00018614506424895585
79.0,-5.3512052862322455e-05,-8.405653605936259e-05,8.860697883630755e-05,4.213475859905999e-06,,0.0,-5.7725528722228455e-05
80.0,-4.9247480598416205e-05,-7.735776161546526e-05,-1.3964871696942632e-05,-9.179096410958984e-07,,0.0,-4.8329570957320306e-05
81.0,-6.854519509862014e-05,-0.00010767054064692028,-7.187816004657448e-05,-3.827949690586806e-06,,0.0,-6.471724540803333e-05
82.0,-9.218349033374376e-05,-0.0001448014879260051,-0.00011694725524881541,-6.1047939017486155e-06,,0.0,-8.607869643199515e-05
83.0,-0.00023740751186294374,-0.00037291884620441196,-0.0002751463986137593,-1.4069780349718561e-05,,0.0,-0.00022333773151322518
84.0,-0.00019982971519667288,-0.00031389178179075383,-0.0002990923623242803,-1.532689700770947e-05,,0.0,-0.0001845028181889634
85.0,-0.00017840676210613293,-0.0002802406860051565,-0.0002874413856141503,-1.48018364493258e-05,,0.0,-0.00016360492565680715
86.0,-0.00019348141694204655,-0.00030391989828737476,-0.0002976256665302489,-1.537057562843678e-05,,0.0,-0.00017811084131360978
87.0,-0.00027855078570690917,-0.00043754654878061516,-0.0003841015274968471,-1.977118898226606e-05,,0.0,-0.0002587795967246431
88.0,-0.0003205609825822801,-0.0005035360105494491,-0.00045791609745212845,-2.355350069952055e-05,,0.0,-0.00029700748188275956
89.0,-0.00031218621038835745,-0.00049038094940973,-0.0004779804794016598,-2.465231589287745e-05,,0.0,-0.00028753389449548
90.0,-0.0004333134911091034,-0.0006806472317762158,-0.0006032354207586939,-3.1035710044880894e-05,,0.0,-0.0004022777810642225
91.0,-0.00040174211472056466,-0.0006310550314204966,-0.0006204288857014769,-3.201946906916034e-05,,0.0,-0.0003697226456514043
92.0,-0.00034714314633280287,-0.0005452911748074496,-0.0005739912265321047,-2.981238435599815e-05,,0.0,-0.00031733076197680473
93.0,-0.00029264672039113984,-0.00045968839084878366,-0.000503348189069318,-2.6380902120672676e-05,,0.0,-0.0002662658182704672
94.0,-0.0003044641073047079,-0.0004782510984782662,-0.00048783733406531276,-2.570292683728548e-05,,0.0,-0.0002787611804674224
95.0,-0.00024019014278953588,-0.0003772897925943819,-0.00041951519606353896,-2.2370722976409498e-05,,0.0,-0.00021781941981312638
96.0,-0.0002536852768421174,-0.0003984878993384955,-0.00040651961199593276,-2.1802247695428376e-05,,0.0,-0.00023188302914668903
97.0,-0.00020850363361497832,-0.00032751674086894944,-0.00035769315243062934,-1.9432463347649328e-05,,0.0,-0.00018907117026732898
98.0,-0.0002060861490185429,-0.00032371936497688214,-0.00033669619705764883,-1.8449954818411835e-05,,0.0,-0.00018763619420013108
99.0,-7.791159103922278e-05,-0.00012238324097010866,-0.0002042435059660853,-1.1868168965026873e-05,,0.0,-6.604342207419591e-05
100.0,2.119604614874954e-05,3.329467143237119e-05,-5.7436838708137104e-05,-4.53932296987109e-06,,0.0,2.573536911862063e-05
101.0,0.00015412428269258183,0.00024209785674550455,0.00012768578389206207,4.742345316917282e-06,,0.0,0.00014938193737566456
102.0,9.30037370772998e-05,0.00014608992849579616,0.0001390601707910377,5.338876696024271e-06,,0.0,8.766486038127554e-05
103.0,-6.962347697697032e-05,-0.000109364301859316,-1.4474596944149572e-05,-2.3407566101239235e-06,,0.0,-6.72827203668464e-05
104.0,-3.450423449567648e-05,-5.419912480097988e-05,-3.902570534671272e-05,-3.5761171713214237e-06,,0.0,-3.092811732435505e-05
105.0,-0.0001255183429024893,-0.00019716375177239454,-0.00013676039295229292,-8.490203630190892e-06,,0.0,-0.00011702813927229841
106.0,-0.00015612100304888184,-0.0002452342977316002,-0.00020380095299832448,-1.1882991823092137e-05,,0.0,-0.0001442380112257897
107.0,-0.00017840035137022062,-0.00028023061604445787,-0.00025103708250953676,-1.4295005715154657e-05,,0.0,-0.00016410534565506596
108.0,-9.740771510277928e-05,-0.00015300768098955309,-0.00019045158047337624,-1.1303820929441306e-05,,0.0,-8.610389417333797e-05
109.0,-0.000249190034917719,-0.0003914267899231272,-0.00031466109080945136,-1.7577228664406953e-05,,0.0,-0.00023161280625331204
110.0,-0.00024560292496928187,-0.0003857921708606826,-0.0003586225159376019,-1.9847024424002e-05,,0.0,-0.00022575590054527988
111.0,-0.00018110528930891722,-0.00028447952259536,-0.00031279962602443926,-1.7618439853548756e-05,,0.0,-0.00016348684945536847
112.0,-0.00019963623661011052,-0.000313587866339754,-0.0003132867853306067,-1.7664339266530338e-05,,0.0,-0.00018197189734358018
113.0,-0.00019275546904721857,-0.00030277958200833344,-0.000306792976550736,-1.7339648827536804e-05,,0.0,-0.00017541582021968175
114.0,-0.00010602886143828007,-0.00016654974595825545,-0.00022011789335249396,-1.3005894667624698e-05,,0.0,-9.302296677065537e-05
115.0,-0.00024357949449791094,-0.00038261377374670946,-0.0003205458704679568,-1.8027293523397843e-05,,0.0,-0.00022555220097451308
116.0,-0.0003678124454013466,-0.0005777584330429741,-0.0004795119764727767,-2.597559882363884e-05,,0.0,-0.0003418368465777077
117.0,-0.0005841302486210203,-0.000917549628304537,-0.0007502341336569973,-3.951170668284987e-05,,0.0,-0.0005446185419381705
118.0,-0.0003482380137208883,-0.0005470109884384011,-0.0006246353226112491,-3.323176613056246e-05,,0.0,-0.00031500624759032584
119.0,-0.00043492327964879,-0.0006831758816074063,-0.0006608153777912926,-3.504076888956464e-05,,0.0,-0.00039988251075922534
120.0,-0.0004337534704558165,-0.0006813383496918901,-0.000673499271976021,-3.567496359880105e-05,,0.0,-0.00039807850685701546
121.0,-0.00033432289275520805,-0.0005251531680412758,-0.0005818163376457239,-3.1090816882286195e-05,,0.0,-0.00030323207587292184
122.0,-0.00023709138346792954,-0.00037242227288861174,-0.00045240368858333205,-2.4620184429166605e-05,,0.0,-0.00021247119903876295
123.0,-0.000309437301401696,-0.00048606297335274107,-0.0004732062706078385,-2.5660313530391928e-05,,0.0,-0.0002837769878713041
124.0,-0.0004061340262233658,-0.0006379538296541476,-0.0005750258616620378,-3.075129308310189e-05,,0.0,-0.00037538273314026394
125.0,-0.00041268033467618554,-0.0006482367465855676,-0.0006202726768912365,-3.301363384456183e-05,,0.0,-0.0003796667008316237
126.0,-0.0004213649589201895,-0.0006618785219798806,-0.0006459865032866814,-3.4299325164334076e-05,,0.0,-0.00038706563375585543
127.0,-0.00021598904568551465,-0.00033927479854936604,-0.00045642824501159835,-2.482141225057992e-05,,0.0,-0.00019116763343493472
128.0,-0.00021322084062759167,-0.0003349265122518097,-0.0003813360444740424,-2.1066802223702125e-05,-0.0002888557210098952,-1.4442786050494761e-05,-0.0001777112523533948
129.0,-0.0003110535205728697,-0.0004886017244422336,-0.0004476298805207533,-2.4381494026037668e-05,-0.00037632466410286725,-1.8816233205143365e-05,-0.0002678557933416887
130.0,-0.0002749890362582566,-0.0004319517659140404,-0.0004379402728142885,-2.3897013640714428e-05,-0.0003496574645396322,-1.7482873226981612e-05,-0.00023360914939056057
131.0,-3.539249238226086e-05,-5.5594397025543474e-05,-0.00020163752611849855,-1.2081876305924927e-05,-0.0001502586528658867,-7.512932643294335e-06,-1.57976834330416e-05
132.0,3.1622385405385614e-05,4.967232683589229e-05,-4.631949528494683e-05,-4.315974764247342e-06,-9.136813605437055e-05,-4.568406802718528e-06,4.050676697235148e-05
133.0,-0.00012199041194197298,-0.0001916220907945132,-0.00013612143796343668,-8.806071898171834e-06,-0.0002412166795693338,-1.206083397846669e-05,-0.00010112350606533445
134.0,-0.0002650771960999656,-0.00041638228402557376,-0.00030933216654563953,-1.746660832728198e-05,-0.0003689293225761503,-1.8446466128807515e-05,-0.0002291641216438761
135.0,-0.00014863388721144576,-0.00023347356372951933,-0.00026244897166619876,-1.5122448583309938e-05,-0.00027527587371878326,-1.3763793685939164e-05,-0.00011974764494219666
136.0,-7.604110234844593e-05,-0.00011944508420902444,-0.00017406770869430026,-1.0703385434715014e-05,-0.0002035036450251937,-1.0175182251259686e-05,-5.5162534662471236e-05
137.0,4.035370918347536e-05,6.338745815112623e-05,-2.731234477954954e-05,-3.3656172389774774e-06,-0.0001109921358874999,-5.549606794374995e-06,4.926893321682783e-05
138.0,2.2092218413081273e-05,3.470237553218625e-05,1.1014860175921654e-05,-1.447054019168733e-06,-0.00013334062532521784,-6.6670312662608925e-06,3.02063036985109e-05
139.0,8.252406775018952e-05,0.00012962850243602997,8.43221226220895e-05,2.2351735276640772e-06,-0.00011339929915266111,-5.669964957633056e-06,8.59588591801585e-05
140.0,2.1245376974766552e-05,3.337216011201072e-05,5.28333140653279e-05,6.712997626390631e-07,-0.00018836390518117696,-9.418195259058849e-06,2.999227247118634e-05
141.0,0.000150020775795751,0.0002356520832141884,0.0001658215271807444,6.353874723846038e-06,-9.450942161493003e-05,-4.725471080746502e-06,0.00014839237215265145
142.0,5.9808311245267346e-05,9.3946675593648e-05,0.0001214004259635645,4.157099748179755e-06,-0.00017424978432245553,-8.712489216122777e-06,6.436370071321036e-05
143.0,6.726121379254268e-05,0.00010565366752979255,0.00011166839403885936,3.6928318307522704e-06,-0.0001788351364666596,-8.94175682333298e-06,7.251013878512338e-05
144.0,-4.4159658329539085e-05,-6.936582908748101e-05,-2.169089801512525e-07,-1.9014767019942915e-06,-0.0002698974567465484,-1.3494872837327422e-05,-2.876330879021737e-05
145.0,-4.582631633950883e-05,-7.19838093662939e-05,-4.457129268601536e-05,-4.1281101458247e-06,-0.00029231616645120084,-1.4615808322560043e-05,-2.708239787112409e-05
146.0,0.0001173474926591418,0.00018432901026016468,9.689687456987163e-05,2.964677591883625e-06,-0.00016536634939257056,-8.268317469628529e-06,0.0001226511325368867
147.0,0.00016989843529453385,0.00026687583758192024,0.0002019496510837789,8.257706347795743e-06,-0.00012398567923810333,-6.199283961905167e-06,0.00016784001290864328
148.0,0.00018842143879497575,0.00029597170325745825,0.00026005847501912866,1.1215159239567057e-05,-0.0001359136076644063,-6.7956803832203155e-06,0.000184001959938629
149.0,0.000284378860777488,0.00044670126755047557,0.0003754100645586961,1.705782072945717e-05,-8.663829794386402e-05,-4.331914897193201e-06,0.000271652954945224
150.0,0.00037169881879112426,0.0005838631339234734,0.000504241146485368,2.360022305508784e-05,-2.742209835560061e-05,-1.3711049177800306e-06,0.00034946970065381647
151.0,0.000355542968810524,0.0005584855847802495,0.0005377660530522511,2.5384021594042445e-05,-3.1356590625364333e-05,-1.5678295312682167e-06,0.0003317267767477498
152.0,0.0004520194402679069,0.0007100304668666846,0.000644231315841648,3.083613099668062e-05,5.95685160078574e-05,2.97842580039287e-06,0.00041820488347083337
153.0,0.0005540701914896019,0.0008703314039984478,0.0007839688551818979,3.797980173472949e-05,0.00015896567492745817,7.948283746372909e-06,0.0005081421060084995
154.0,0.0003334878103141872,0.0005238414236392874,0.0006232012610823531,3.0066062281968726e-05,-4.899390842183493e-05,-2.4496954210917466e-06,0.00030587144345331025
155.0,0.0004902015152456592,0.0007700067273624933,0.0007139320289777563,3.4745387082534435e-05,0.00010153627226827666,5.076813613413834e-06,0.0004503793145497109
156.0,0.0004801668255567627,0.0007542442743914413,0.0007388463668062407,3.6138873247319905e-05,0.00010304803436156362,5.152401718078182e-06,0.0004388755505913646
157.0,0.0004529610036622057,0.0007115094711286629,0.0007219512361305875,3.5438506960763356e-05,9.26596621866338e-05,4.6329831093316905e-06,0.0004128895135921107
158.0,0.0004516373082578394,0.0007094302153333454,0.0007142128197040476,3.519442870337717e-05,8.592520316597074e-05,4.296260158298537e-06,0.0004121466193961637
159.0,0.0003536705857613139,0.0005555444524368847,0.0006161503757934896,3.0414536583007973e-05,5.021174729336053e-06,2.5105873646680266e-07,0.0003230049904418391
160.0,0.0003331375767006887,0.0005232912779773446,0.0005587602971784609,2.7656784711692233e-05,1.3305430911714211e-05,6.652715455857106e-07,0.0003048155204434107
161.0,0.00024046545430046125,0.00037772225089910405,0.00044687263132094194,2.2151775945080472e-05,-4.769228689838201e-05,-2.3846143449191006e-06,0.00022069829270029986
162.0,0.0003423422945026266,0.0005377500145649361,0.0005030379429743805,2.5060649116347273e-05,4.215944863972254e-05,2.1079724319861272e-06,0.0003151736729542932
163.0,0.0003057461814746698,0.0004802649758385569,0.0004889634752597571,2.4454718425668057e-05,5.223883817961905e-06,2.6119419089809525e-07,0.0002810302688581036
164.0,0.0003242728550591354,0.000509366606081807,0.0005015733035846946,2.5185524502631865e-05,1.7542988643981516e-05,8.771494321990758e-07,0.00029821018112430444
165.0,0.00025283455964312846,0.00039715159590406057,0.0004370371390747568,2.204612370494993e-05,-6.87195934006013e-05,-3.435979670030065e-06,0.00023422441560820857
166.0,0.00024453002037099966,0.00038410685627890406,0.000404324425272776,2.0491352899905446e-05,-7.022407226031646e-05,-3.5112036130158232e-06,0.00022754987108411002
167.0,0.0002678665052987778,0.00042076372060828593,0.00041448446854121875,2.1082251957035828e-05,-4.364169581094757e-05,-2.1820847905473784e-06,0.0002489663381322894
168.0,0.00017060764336314417,0.0002679898590041141,0.00032394582067864355,1.6620108728042794e-05,-0.00010264613229082897,-5.132306614541449e-06,0.00015911984124964283
169.0,0.00036695089969475696,0.0005764051202475362,0.00047997424858821087,2.4517524973238806e-05,9.239560313289985e-05,4.6197801566449925e-06,0.00033781359456487315
170.0,0.0003964848801928,0.0006227969869948558,0.0005682435552898525,2.9044639019378857e-05,0.00011522429849719629,5.761214924859815e-06,0.0003616790262485613
171.0,0.00035113010438787715,0.0005515538737251025,0.0005579287648214245,2.864048524892174e-05,6.25147222308442e-05,3.12573611154221e-06,0.0003193638830274132
172.0,0.00034404334850333273,0.0005404220238781898,0.000547109003886266,2.8208919002941073e-05,3.372385253896937e-05,1.6861926269484685e-06,0.0003141482368734432
173.0,0.00023857081242428254,0.00037474615443303105,0.00044058290452638556,2.2970730615852325e-05,-6.404988380381837e-05,-3.202494190190919e-06,0.00021880257599862112
174.0,0.00031902801891759135,0.0005011280369043858,0.00047800185418935145,2.493727846983849e-05,2.3507027435698546e-08,1.1753513717849273e-09,0.0002940895650963811
175.0,0.00034131916243468043,0.0005361428825080561,0.0005139349858311811,2.683672204909621e-05,2.160024450859055e-05,1.0800122254295275e-06,0.0003134024281601547
176.0,0.00013332542127435148,0.0002094270817611099,0.0003257387512728846,1.749205807143596e-05,-0.00016354066610801965,-8.177033305400984e-06,0.0001240103965083165
177.0,0.00015548285514211226,0.0002442318973480684,0.0002753647452312754,1.5028430718401753e-05,-0.00015376677038148046,-7.688338519074022e-06,0.00014814276294278453
178.0,0.0001823913128133604,0.0002864996035795153,0.00028224646615040316,1.5428966057588223e-05,-0.00015135561989154667,-7.5677809945773335e-06,0.0001745301277503495
179.0,9.740006725470056e-05,0.00015299566777773888,0.00020236507968303703,1.1475369750156526e-05,-0.00023373003932647407,-1.1686501966323704e-05,9.761119947086773e-05
180.0,0.00020496298308212915,0.0003219551000645249,0.00027627577699408917,1.5226159771107949e-05,-0.00013873240095563233,-6.936620047781617e-06,0.00019667344335880282
181.0,0.00023937604032097504,0.00037601100344092364,0.0003379155368139003,1.8375730869461285e-05,-8.658085425850004e-05,-4.329042712925002e-06,0.00022532935216443877
182.0,0.0004270027678195576,0.0006707343711756519,0.0005436088885455842,2.87691202337546e-05,7.419266330543905e-05,3.709633165271953e-06,0.00039452401442053106
183.0,0.0003172186310569771,0.0004982858571563054,0.0005155977146738315,2.747168108310173e-05,-3.716789433383383e-05,-1.8583947166916915e-06,0.00029160534469056706
184.0,0.0004136981252494179,0.0006498354882261692,0.0005985612213032879,3.173956865883521e-05,5.750254058511928e-05,2.875127029255964e-06,0.00037908342956132667
185.0,0.0003501404728212255,0.0005499993641334966,0.0005685483430155391,3.0352634413050878e-05,2.126141907865531e-06,1.0630709539327655e-07,0.00031968153131278136
186.0,0.0005140836428197002,0.0008075206837646065,0.0007162413719695843,3.7812068598479216e-05,0.0001445120433345437,7.225602166727186e-06,0.0004690459720544937
187.0,0.0004845125109060166,0.0007610704606614282,0.0007439472724658275,3.919736362329138e-05,0.00013594217307399958,6.797108653699979e-06,0.0004385180386290252
188.0,0.0005092108644017954,0.0007998665417192907,0.0007785072814905247,4.0925364074526236e-05,0.00016786501510068774,8.393250755034388e-06,0.0004598922495722348
189.0,0.0004959422763219482,0.0007790242933410074,0.0007788268123867095,4.094134061933548e-05,0.00017641772865317762,8.820886432658882e-06,0.0004461800492699538
190.0,0.0004090228487611552,0.0006424915813368903,0.0006945670057338512,3.672835028669256e-05,9.548890375299379e-05,4.77444518764969e-06,0.000367520053286813
191.0,0.00019439527846834025,0.0003053553886050997,0.00045402099753197203,2.4701049876598605e-05,-9.752589539857581e-05,-4.876294769928791e-06,0.00017457052336167044
192.0,0.0003249028008632446,0.0005103561226171838,0.0004888380195951097,2.644190097975549e-05,5.0286234909435734e-05,2.5143117454717867e-06,0.00029594658813801735
193.0,0.0004652881997570021,0.0007308729846686179,0.0006384238544764315,3.392119272382158e-05,0.0001834547147154808,9.172735735774042e-06,0.0004221942712974065
194.0,0.00029005316011877465,0.0004556144359675607,0.0005254414203743452,2.8272071018717264e-05,1.8718877981882542e-05,9.359438990941272e-07,0.0002608451452009633
195.0,0.00023804947393688659,0.0003739272378611158,0.0004318005058035145,2.359002529017573e-05,-1.8458706108503975e-05,-9.229353054251988e-07,0.00021538238395213605
196.0,0.00011243717654364409,0.00017661590376305547,0.00027408774833689506,1.5704387416844754e-05,-0.00012825473095290363,-6.412736547645182e-06,0.00010314552567444453
197.0,0.00015454827945592976,0.0002427638693004719,0.00025472852643289523,1.4736426321644764e-05,-7.323032332351431e-05,-3.6615161661757157e-06,0.0001434733693004607
