step,kalman_corrected_offset,ai_corrected_offset,ai_prediction,ai_extra_correction
206,5.237384467685268e-05,5.4851643055790495e-05,-0.0001051205545081757,-5.2560277254087856e-06
207,0.0001641740351988148,0.00016619942957871856,1.0660660336725414e-05,5.330330168362707e-07
208,0.0001541871905162709,0.0001557912037679172,7.07730941940099e-06,3.538654709700495e-07
209,5.674332748946457e-05,6.252981428415215e-05,-8.572242950322106e-05,-4.286121475161054e-06
210,-2.4674124617857176e-05,-1.1218859543695077e-05,-0.00015978491865098476,-7.989245932549239e-06
211,-0.00013112775516354564,-0.00010739713600225213,-0.00022107972472440451,-1.1053986236220226e-05
212,2.7877307168352464e-05,5.1624711155861385e-05,-2.947592656710185e-05,-1.4737963283550927e-06
213,2.2413684530249877e-05,4.556042297154796e-05,-2.241778747702483e-05,-1.1208893738512417e-06
214,2.6908626358189823e-05,4.8583207442196706e-05,-6.362408385029994e-06,-3.1812041925149973e-07
215,1.0659651259952052e-05,3.254952635420296e-05,-3.9100628782762215e-05,-1.955031439138111e-06
216,5.171400363801776e-05,7.181260000683607e-05,1.357776682198164e-06,6.78888341099082e-08
217,9.301804674940946e-05,0.00010959112531702091,3.783300053328276e-05,1.891650026664138e-06
218,5.961151509565577e-05,7.494780171488645e-05,-3.835036295640748e-06,-1.917518147820374e-07
219,1.2490759576304741e-05,2.8909563003802186e-05,-4.7451991122215986e-05,-2.3725995561107996e-06
220,0.0001466349810231455,0.00015640668345704993,0.00010714719974203035,5.357359987101518e-06
221,0.0002644763336158067,0.00026232548059751057,0.0002191119419876486,1.095559709938243e-05
222,0.0003272372942182111,0.0003115854886988555,0.0002647202054504305,1.3236010272521527e-05
223,0.0004506479972358304,0.00041808258066767227,0.00035144310095347464,1.7572155047673733e-05
224,0.0004303246096715494,0.0003844641591735196,0.0003025461919605732,1.512730959802866e-05
225,0.0004410144257702812,0.00038376152630822046,0.00028636789647862315,1.4318394823931159e-05
226,0.000383400766096627,0.0003192613464895436,0.00021566406940110028,1.0783203470055015e-05
227,0.0002692351039835049,0.00020395854976581717,0.00011477760563138872,5.738880281569437e-06
228,0.0003701772186017513,0.0002982367134809792,0.00023180406424216926,1.1590203212108464e-05
229,0.0004945255917694122,0.00041125976582632496,0.0003339798713568598,1.669899356784299e-05
230,0.0005143292295063137,0.0004202683859767764,0.00033778647775761783,1.688932388788089e-05
231,0.00048469888933690565,0.0003832089806148127,0.00028645244310609996,1.4322622155305e-05
232,0.0004548482256241002,0.00034952665233675364,0.00022782234009355307,1.1391117004677655e-05
233,0.0003034469041423941,0.00020315042930284415,5.949387195869349e-05,2.9746935979346746e-06
234,0.00020676698510329269,0.00011552817165328494,-2.2671883925795555e-05,-1.1335941962897778e-06
235,8.67416714039177e-05,9.04824796589451e-06,-0.0001217981698573567,-6.089908492867835e-06
236,-6.516593308271173e-05,-0.00012436082842746327,-0.00023724959464743733,-1.1862479732371867e-05
237,-0.00018151083744347404,-0.0002198174155782243,-0.00030896186945028603,-1.5448093472514304e-05
238,-0.0002919682815396394,-0.0003080045597517106,-0.00036586655187420547,-1.8293327593710276e-05
239,-0.0001158602087205464,-0.00012228220586721255,-0.00014548227773047984,-7.2741138865239925e-06
240,8.625116559841496e-05,7.796325411123021e-05,6.230889266589656e-05,3.1154446332948283e-06
241,-3.98901124077853e-05,-4.34683918650325e-05,-7.569013541797176e-05,-3.784506770898588e-06
242,-9.848555080713095e-05,-9.54619791633791e-05,-0.00012057099229423329,-6.028549614711665e-06
243,-9.158509233160013e-06,-4.585079795584969e-06,-2.86396752926521e-05,-1.431983764632605e-06
244,-0.00015399249215780758,-0.0001406601692206088,-0.00017782191571313888,-8.891095785656945e-06
245,-0.00015431166174145357,-0.00013314320886531579,-0.00016983201203402132,-8.491600601701066e-06
246,-0.0001004886109163377,-7.590714042393645e-05,-9.305674029747024e-05,-4.6528370148735124e-06
247,-0.00015834343598758352,-0.00012798649190225514,-0.00014817871851846576,-7.408935925923288e-06
248,-0.000230260491053373,-0.00019190050125632646,-0.00020146206952631474,-1.0073103476315737e-05
249,-9.267417888534141e-05,-5.417890406778425e-05,-5.53605095774401e-05,-2.768025478872005e-06
250,-8.709060957927682e-05,-4.842781067610107e-05,-6.0584625316550955e-05,-3.0292312658275478e-06
251,2.798919917642409e-06,3.7651924410469344e-05,1.6899824913707562e-05,8.449912456853782e-07
252,-6.182068806353509e-05,-2.8017774418023465e-05,-3.551860208972357e-05,-1.7759301044861786e-06
253,3.441749144943094e-05,6.251488595327813e-05,5.9538335335673764e-05,2.9769167667836883e-06
254,2.2754306639628354e-05,4.57921221822568e-05,5.279358447296545e-05,2.6396792236482725e-06
255,0.00016851377534580098,0.000179846583265646,0.00019288284238427877,9.644142119213939e-06
256,0.00016738648478684597,0.00016821477523655868,0.00018293509492650628,9.146754746325315e-06
257,0.00026550939351431687,0.00025283870492981826,0.00025839018053375185,1.2919509026687593e-05
258,0.00026758167800880467,0.00024214287474411998,0.0002628726069815457,1.3143630349077285e-05
259,0.00025289168125206544,0.00021814496407121056,0.0002134581736754626,1.0672908683773131e-05
260,0.0003008260809313013,0.00025707576336912383,0.0002241019537905231,1.1205097689526157e-05
261,0.00027463914310295274,0.0002242606959055923,0.00019189348677173257,9.594674338586628e-06
262,8.16818608352665e-06,-3.470020816450772e-05,-7.859955803724006e-05,-3.929977901862003e-06
263,-0.0001136203292282691,-0.00014375692223845757,-0.00018539394659455866,-9.269697329727933e-06
264,6.188784732905802e-05,3.456031452371016e-05,-1.586638518347172e-07,-7.933192591735861e-09
265,-2.122947822706517e-05,-4.15288043060608e-05,-9.218806371791288e-05,-4.6094031858956445e-06
266,6.0575749383203015e-05,4.3889931346448584e-05,-3.38144636771176e-05,-1.69072318385588e-06
267,-0.00012974846648118677,-0.00013462040517721687,-0.00020495605713222176,-1.0247802856611088e-05
268,5.6708997408001365e-05,5.135218279936309e-05,2.684397804841865e-05,1.3421989024209325e-06
269,-2.4243738541583363e-05,-2.6612954557855294e-05,-4.7528385039186105e-05,-2.3764192519593053e-06
270,0.0001947534193603183,0.00018440175906031086,0.00016673142090439796,8.336571045219899e-06
271,0.0001482221330244958,0.0001331768582146031,0.00010647597082424909,5.323798541212455e-06
272,0.0001687057046891561,0.00014955368542452966,0.00010155510244658217,5.077755122329109e-06
273,0.00010244282637059208,8.281080414282087e-05,3.561080666258931e-05,1.7805403331294656e-06
274,0.00011993284960628835,9.778584800445369e-05,7.929368439363316e-05,3.964684219681658e-06
275,-4.4643070831396805e-05,-6.120727375693631e-05,-7.908078259788454e-05,-3.954039129894227e-06
276,-1.3813259739218733e-05,-2.7274496232039895e-05,-3.343944626976736e-05,-1.671972313488368e-06
277,9.394721216222175e-05,7.810004151474714e-05,7.168183219619095e-05,3.584091609809548e-06
278,8.39586257203689e-05,6.643847543087234e-05,5.799722202937119e-05,2.8998611014685594e-06
279,8.276770448276434e-07,-1.4153554983696291e-05,-2.4397166271228343e-05,-1.2198583135614173e-06
280,0.00016604389051168156,0.00014466043907672812,0.00015266497211996466,7.633248605998233e-06
281,0.00025394741293428114,0.0002228350580916837,0.00022474146680906415,1.1237073340453208e-05
282,0.0002934390877117846,0.0002524636020980184,0.0002389880537521094,1.1949402687605471e-05
283,0.00022013926204406188,0.00017402004913149208,0.0001585914724273607,7.929573621368036e-06
284,0.00011750727281179519,7.082038382129528e-05,7.740828004898503e-05,3.870414002449252e-06
285,8.579665279747893e-05,3.8462750795319164e-05,8.349482232006267e-05,4.174741116003134e-06
286,-4.563630141589098e-06,-4.960554743696548e-05,2.706176383071579e-05,1.3530881915357897e-06
287,-3.550227964629055e-05,-7.661675973525612e-05,-6.689631845802069e-06,-3.3448159229010346e-07
288,-5.894554386396605e-05,-9.428195353731142e-05,-4.775355773745105e-05,-2.3876778868725524e-06
289,-0.00013602087170329588,-0.00016281020689006405,-0.000110153247078415,-5.507662353920751e-06
290,-0.00010721485492899288,-0.00012850955973415327,-5.997913467581384e-05,-2.998956733790692e-06
291,-0.00013712648930846834,-0.00015249433130190278,-7.802910113241524e-05,-3.901455056620762e-06
292,-0.00013753822483462199,-0.0001488121796913971,-5.065625373390503e-05,-2.5328126866952516e-06
293,-4.0507398656399555e-05,-5.329888778465144e-05,5.409439472714439e-05,2.7047197363572198e-06
294,-4.718819349472551e-05,-5.9963001703486285e-05,2.2076736058807e-05,1.1038368029403502e-06
295,-4.5876591505277084e-05,-5.683865077710091e-05,-1.4320507034426555e-05,-7.160253517213278e-07
296,-7.125867942713193e-05,-7.854764550384454e-05,-5.3426421800395474e-05,-2.6713210900197738e-06
297,-3.212408531722697e-05,-3.8061402827740925e-05,-1.1260448445682414e-05,-5.630224222841208e-07
298,-0.00011941811215210566,-0.00012016648423669882,-9.09238078747876e-05,-4.54619039373938e-06
299,-0.00018522649221691204,-0.00017776094616493772,-0.00015757216897327453,-7.878608448663726e-06
300,-0.0002924394294203796,-0.0002730950646213398,-0.0002412219619145617,-1.2061098095728086e-05
301,-0.0003322971169436148,-0.0003017230597134039,-0.00024380060494877398,-1.2190030247438699e-05
302,-0.0002643941995396944,-0.00022887937469320604,-0.00013498651969712228,-6.749325984856114e-06
303,-0.0002409438776747056,-0.0002019430389470287,-0.0001173057098640129,-5.865285493200645e-06
304,-0.0001964409515993917,-0.00015610788844537697,-8.212547254515812e-05,-4.106273627257906e-06
305,-0.00029941000566556026,-0.0002531414357353492,-0.00017865690460894257,-8.93284523044713e-06
306,-0.00017395190533277656,-0.00012677317142263192,-8.579772111261263e-05,-4.289886055630632e-06
307,-9.941212278165368e-05,-5.433585570124333e-05,-2.9533053748309612e-05,-1.4766526874154807e-06
308,-0.00018218456063744432,-0.0001339513424481502,-0.00013437862799037248,-6.718931399518624e-06
309,-0.0001895294583783118,-0.00013756940919829996,-0.00014889737940393388,-7.444868970196694e-06
310,-0.0001976439647213296,-0.0001421983526182047,-0.00014908399316482246,-7.454199658241123e-06
311,-0.0003358487459966155,-0.00027097837691318535,-0.00027338138897903264,-1.3669069448951632e-05
312,-0.0003689702343006018,-0.00029496909510539775,-0.0002790091384667903,-1.3950456923339517e-05
313,-0.000382122100902849,-0.0002994560661012525,-0.0002832386817317456,-1.4161934086587281e-05
314,-0.0004132517442937779,-0.0003220310419699133,-0.0002949415647890419,-1.4747078239452094e-05
315,-0.00037769489495268437,-0.00028093549816603014,-0.0002485934237483889,-1.2429671187419444e-05
316,-0.0004647659317846979,-0.0003588341363410816,-0.0003323568089399487,-1.6617840446997435e-05
317,-0.00030713967808062957,-0.00019932052012556174,-0.0002002077962970361,-1.0010389814851806e-05
318,-0.00042614328874482767,-0.0003113868047318676,-0.0003086343058384955,-1.5431715291924777e-05
319,-0.0005179639736425461,-0.00039204424549342835,-0.0004031700373161584,-2.0158501865807923e-05
320,-0.0004229412735586699,-0.00029222574164955044,-0.00029097383958287537,-1.4548691979143769e-05
321,-0.0003797871084177478,-0.0002470126190168251,-0.0002471880870871246,-1.235940435435623e-05
322,-0.00020288090912592887,-7.582439069029209e-05,-9.834693628363311e-05,-4.917346814181656e-06
323,-0.00014164821773814546,-2.2138847464257763e-05,-5.926392987021245e-05,-2.9631964935106225e-06
324,-6.91331419361777e-05,4.104853945427852e-05,-1.5835674275876954e-05,-7.917837137938477e-07
325,6.588325075413546e-06,0.00010458884980337607,5.2847190090687945e-05,2.6423595045343973e-06
326,0.00013278068249321902,0.00021399538097285626,0.00016082152433227748,8.041076216613875e-06
327,2.3101825776534227e-05,9.463624726851821e-05,4.075691686011851e-05,2.0378458430059256e-06
328,0.000141305213472866,0.00019949162633114525,0.0001316523994319141,6.582619971595705e-06
329,-3.6200124855171525e-06,4.929987203638216e-05,-1.0544828910497017e-05,-5.272414455248508e-07
330,1.0064018829120499e-05,5.771426055895755e-05,1.847243083830108e-06,9.236215419150541e-08
331,-2.7053464721290648e-05,1.720655431224662e-05,-2.6100839022547007e-05,-1.3050419511273504e-06
332,-0.00016976045041984568,-0.00012215024490138835,-0.0001541073725093156,-7.70536862546578e-06
333,7.510102744958344e-05,0.00011282205961348835,0.00010984056279994547,5.492028139997274e-06
334,8.342958557348282e-06,3.973278922215809e-05,4.7814541176194325e-05,2.3907270588097164e-06
335,2.104033950234121e-06,2.853188840850302e-05,2.9943161280243658e-05,1.497158064012183e-06
336,-0.0001484277171849305,-0.00011946172004830207,-0.00011171103687956929,-5.585551843978465e-06
337,-0.0002784362666742864,-0.00024188502145538833,-0.00021204094809945673,-1.0602047404972837e-05
338,-0.00019531231756154233,-0.00015664586780358235,-0.00010991197632392868,-5.495598816196435e-06
339,-0.00023709315533932825,-0.00019453928323033922,-0.0001503375533502549,-7.516877667512745e-06
340,-0.0001761513164206676,-0.00013202541743193827,-0.00010987147834384814,-5.493573917192407e-06
341,-0.0002670040529501932,-0.00021626724851993593,-0.00021457791444845498,-1.072889572242275e-05
342,-5.74063094353975e-05,-9.78388978640261e-06,-2.8187729185447097e-05,-1.4093864592723549e-06
343,-9.998659994638272e-05,-5.341535584822064e-05,-6.971327093197033e-05,-3.4856635465985165e-06
344,-7.637269481634592e-05,-3.12041158325095e-05,-6.194366869749501e-05,-3.097183434874751e-06
345,3.0258668290919342e-05,6.825727500703398e-05,5.4871372412890196e-05,2.74356862064451e-06
346,3.233609291655898e-05,6.398701750848268e-05,4.579973028739914e-05,2.2899865143699574e-06
347,1.2094603481018687e-05,4.0253856458283806e-05,-2.4643438791827066e-06,-1.2321719395913535e-07
348,8.77115219635225e-05,0.00011043988583790175,4.29831343353726e-05,2.14915671676863e-06
349,3.712407897343222e-05,5.800666527608814e-05,-2.098992990795523e-05,-1.0494964953977615e-06
350,-4.526812645353605e-05,-2.1728002879067525e-05,-0.00010639314859872684,-5.319657429936342e-06
351,-0.00012583072973352234,-9.597140782840192e-05,-0.00018051659571938217,-9.025829785969109e-06
352,-5.43636390059778e-05,-2.212463719414225e-05,-0.00010831692634383217,-5.415846317191608e-06
353,-0.00016376486568054976,-0.00012424826157735768,-0.00021122819453012198,-1.05614097265061e-05
354,-0.00016484726326338822,-0.00011828686666250107,-0.00021566239593084902,-1.0783119796542452e-05
355,-0.00019732004613470764,-0.0001437772751011207,-0.00022493285359814763,-1.1246642679907382e-05
356,-0.00016051945044319636,-0.00010214008326524669,-0.0001930139260366559,-9.650696301832796e-06
357,-8.844987466067964e-05,-2.7943506375014636e-05,-0.0001479444617871195,-7.397223089355976e-06
358,1.3484408244859394e-05,7.1693791847015e-05,-6.524907075800002e-05,-3.262453537900001e-06
359,-0.00016414150452555764,-9.984275311486065e-05,-0.00023318165040109307,-1.1659082520054654e-05
360,-0.00020359388103275225,-0.00013143263542721425,-0.0002748839615378529,-1.3744198076892646e-05
361,-0.00021157864302354218,-0.00013241185237058064,-0.00026804153458215296,-1.3402076729107649e-05
362,-0.0003953560134320412,-0.00030237103100145646,-0.0004153358459006995,-2.0766792295034976e-05
363,-0.0005686905137374776,-0.00045655363230592735,-0.0005397694767452776,-2.6988473837263883e-05
364,-0.0005796763994729486,-0.00045111397674436627,-0.0005074866930954158,-2.537433465477079e-05
365,-0.0007378262099182921,-0.0005893785775421047,-0.0005985311581753194,-2.9926557908765974e-05
366,-0.0006131937715575938,-0.0004528535418731175,-0.00046430816291831434,-2.321540814591572e-05
367,-0.000492712161658211,-0.0003277662511504373,-0.0003384242590982467,-1.6921212954912337e-05
368,-0.0004434395824222857,-0.0002769426128742416,-0.00028813621611334383,-1.4406810805667192e-05
369,-0.00046354375734163685,-0.0002940256704788979,-0.0003218518104404211,-1.6092590522021057e-05
370,-0.0006257121968163511,-0.0004456253611697258,-0.00047541866661049426,-2.3770933330524714e-05
371,-0.0006433671361532633,-0.0004533245756649449,-0.0004743729077745229,-2.3718645388726147e-05
372,-0.0006588997626459539,-0.00046027302371328294,-0.00046131727867759764,-2.3065863933879883e-05
373,-0.000537867894191069,-0.00033830823476085057,-0.000322116567986086,-1.6105828399304302e-05
374,-0.00047234670570625467,-0.0002751175131231452,-0.0002630349772516638,-1.3151748862583191e-05
375,-0.00034980552629485374,-0.00015860632784129244,-0.0001891449064714834,-9.457245323574171e-06
376,-0.0004816892620088982,-0.0002906105799049706,-0.0003015188849531114,-1.507594424765557e-05
377,-0.000366625021759208,-0.00018072455020802148,-0.0001980266533792019,-9.901332668960095e-06
378,-0.00030638859063754456,-0.0001274533577438659,-0.00015636588796041906,-7.818294398020953e-06
379,-0.00018686167263299113,-1.7180085621722167e-05,-0.00010157453652936965,-5.078726826468483e-06
380,-0.00022676349383936125,-6.256285920022865e-05,-0.00016459835751447827,-8.229917875723914e-06
381,-0.00025892303039468453,-9.758708012786064e-05,-0.00020685492199845612,-1.0342746099922807e-05
382,-0.00034763584822922417,-0.00018474843453552514,-0.0002885508874896914,-1.442754437448457e-05
383,-0.0003953039128600965,-0.00022769329338521256,-0.0003509606176521629,-1.7548030882608145e-05
384,-0.0006481736820727522,-0.00046560640145012735,-0.00055982347112149,-2.79911735560745e-05
385,-0.0007040977656758738,-0.0005059022550161287,-0.0005893767229281366,-2.946883614640683e-05
386,-0.0007695568046953421,-0.000555813065136428,-0.0006091066752560437,-3.0455333762802185e-05
387,-0.0008831993921448101,-0.0006518103007359102,-0.0006742907571606338,-3.371453785803169e-05
388,-0.0006788866917776768,-0.0004405284265689331,-0.00048677492304705083,-2.4338746152352544e-05
389,-0.0007689080341122412,-0.0005199909764868399,-0.0005752670695073903,-2.8763353475369514e-05
390,-0.0009058341061244876,-0.0006405513540615369,-0.0007080343784764409,-3.540171892382205e-05
391,-0.0008618158963243409,-0.0005827152502089581,-0.0006793180946260691,-3.3965904731303456e-05
392,-0.0009246125973132797,-0.0006306613248840028,-0.0007218820392154157,-3.609410196077079e-05
393,-0.0008685785491294459,-0.0005636115981806364,-0.0006679687649011612,-3.339843824505806e-05
394,-0.000783048685541959,-0.000472409040756171,-0.0005805065156891942,-2.9025325784459713e-05
395,-0.0007665177402448748,-0.0004524847916645708,-0.0005478349630720913,-2.739174815360457e-05
396,-0.0006547133771750218,-0.00034387591995690996,-0.00042428687447682023,-2.1214343723841013e-05
397,-0.0006094809000779324,-0.00030368297943967064,-0.0003874465182889253,-1.9372325914446266e-05
398,-0.0006150097835854302,-0.00031276775644248475,-0.0004122424579691142,-2.061212289845571e-05
399,-0.0005498598523216626,-0.0002541066507580086,-0.00034826892078854144,-1.7413446039427074e-05
400,-0.0004901725128759038,-0.00020298034383400414,-0.00029849528800696135,-1.4924764400348067e-05
401,-0.0005116764628799152,-0.00023100015137580867,-0.0003279061056673527,-1.6395305283367634e-05
402,-0.0003850380699864412,-0.00011627577239060207,-0.0002092275390168652,-1.0461376950843261e-05
403,-0.0004904662034066574,-0.00022804661269370014,-0.0003049945516977459,-1.5249727584887297e-05
404,-0.00045511399124658166,-0.00019986467544868357,-0.00027630440308712423,-1.3815220154356212e-05
405,-0.00043544193187718925,-0.00018767511594348606,-0.00025846235803328454,-1.2923117901664228e-05
406,-0.0005694594977882168,-0.00032211197275255703,-0.000388032611226663,-1.9401630561333152e-05
407,-0.00042529130886885725,-0.00018461802346297172,-0.00025805991026572883,-1.2902995513286443e-05
408,-0.0003394457227026337,-0.00010863920484024831,-0.00018586836813483387,-9.293418406741695e-06
409,-0.00023133721158975578,-1.3453898025991661e-05,-0.00011197495041415095,-5.598747520707548e-06
410,-0.0003101953772819066,-0.00010019015113850763,-0.00019545569375623018,-9.772784687811509e-06
411,-0.0002085515423954319,-1.1704216154207645e-05,-7.555689808214083e-05,-3.777844904107042e-06
412,-0.00014632226022290418,3.638144203455895e-05,-3.760556865017861e-05,-1.8802784325089306e-06
413,-0.0002782247549328605,-0.00010196708373497172,-0.0001708608615444973,-8.543043077224867e-06
414,-0.0002793183473292129,-0.00010903361965424111,-0.00016615938511677086,-8.307969255838544e-06
415,-0.0003076851331433409,-0.00014133091637007794,-0.00019579959916882217,-9.789979958441109e-06
416,-0.0004255871831028924,-0.0002565099559193998,-0.00032077301875688136,-1.6038650937844067e-05
417,-0.00037427334842259237,-0.000204587401250256,-0.0002780379436444491,-1.3901897182222457e-05
418,-0.0002922893971089661,-0.00012541837957342792,-0.00020998429681640118,-1.049921484082006e-05
419,-0.00026657355389260424,-0.00010361964633715534,-0.0001853681169450283,-9.268405847251415e-06
420,-0.00019274089666325095,-3.544751802256611e-05,-0.00014571435167454183,-7.285717583727092e-06
421,-0.0001744341140176019,-2.2558569999872565e-05,-0.0001432451099390164,-7.16225549695082e-06
422,-0.00023586473953050532,-8.530835841061772e-05,-0.00021716169430874288,-1.0858084715437144e-05
